KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Chiroptera.Vespertilionidae.Tylonycteris.UNK	Erinaceomorpha.Erinaceidae.Hylomys.suillus	Lagomorpha.Leporidae.Nesolagus.timminsi	Rodentia.Hystricidae.Hystrix.UNK	Rodentia.Muridae.Mus.musculus	Rodentia.Muridae.Niviventer.UNK	Rodentia.Sciuridae.Callosciurus.erythraeus	Rodentia.Sciuridae.Callosciurus.UNK1	Rodentia.Sciuridae.Callosciurus.UNK2	Rodentia.Sciuridae.Hylopetes.UNK1	Rodentia.Sciuridae.Hylopetes.UNK2	Rodentia.Sciuridae.Petaurista.philippensis	Rodentia.Sciuridae.Ratufa.bicolor	Rodentia.Sciuridae.Tamiops.UNK	Rodentia.Spalacidae.Rhizomys.pruinosus	Scandentia.Tupaiidae.Tupaia.belangeri	Soricomorpha.Talpidae.Euroscaptor.UNK	reservecode3
WWF376	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41581	20	NA	50	Q209	    0	    0	    5	    0	    0	    0	12097	    0	    0	    0	    0	    0	    0	    0	 3656	  237	    0	BMHQNXS
WWF377	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41583	20, 21	NA	50	Q116	   0	   0	  14	   0	   0	  24	   0	   0	   0	   0	   0	   0	   0	  23	6538	   0	   0	BMHQNXS
WWF378	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41583	20, 21	NA	50	Q118	 0	 0	11	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	BMHQNXS
WWF381	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41583	20	NA	50	Q211	     0	     0	   684	     0	     0	312515	    29	     0	     0	     0	     0	     0	     0	   140	   484	    17	     0	BMHQNXS
WWF382	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41583	20, 21	NA	50	Q310	    0	    0	    0	    0	    0	    0	 3362	    0	    0	    0	    0	    0	    0	    0	29721	    0	    0	BMHQNXS
WWF383	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	50	Q11	 0	 0	10	 0	 0	20	 0	 0	 0	 0	 0	 0	 0	 0	 9	 3	 0	BMHQNXS
WWF384	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20, 21	NA	50	Q123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	BMHQNXS
WWF385	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20	NA	50	Q212	    0	    0	  217	    0	    0	11293	   13	    0	    0	    0	    0	    0	    0	   24	  119	   20	    0	BMHQNXS
WWF386	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20	NA	50	Q214	     0	     0	     0	   933	     0	     0	     0	     0	     0	     0	     0	     0	     0	 65047	228855	     0	     0	BMHQNXS
WWF387	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41584	20, 21	NA	50	Q312	  0	  0	401	  0	  0	369	 23	  0	  0	  0	  0	  0	  0	 73	182	 10	  0	BMHQNXS
WWF388	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20, 21	NA	50	Q315	  0	  0	165	 63	  0	  4	  0	  0	  0	  0	  0	  0	  0	  0	219	  0	  0	BMHQNXS
WWF389	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20, 21	NA	50	Q318	 0	 0	23	 0	 0	22	 0	 0	 0	 0	 0	 0	 0	 4	16	 0	 0	BMHQNXS
WWF390	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20, 21	NA	50	Q13	    0	    0	   30	    0	    0	   12	    3	    0	    0	    0	    0	    0	    0	11503	    6	    0	    0	BMHQNXS
WWF391	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	NA	NA	50	Q15	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF393	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41585	20, 21	NA	50	Q19	   0	   0	 778	   0	   0	1311	  39	   0	   0	   0	   0	   0	   0	 111	 382	  11	   0	BMHQNXS
WWF394	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	20, 21	NA	50	Q124	   0	   0	   0	2206	   0	  20	   0	   0	   0	   0	   0	   0	   0	   4	  17	   0	   0	BMHQNXS
WWF396	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	NA	NA	50	Q129	     0	     0	342578	    11	     0	    23	     0	     0	     0	     0	     0	     0	     0	     5	    16	     0	     0	BMHQNXS
WWF397	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	20, 21	NA	50	Q131	  0	  0	149	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF399	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	20, 21	NA	50	Q323	  0	  0	250	  9	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF4	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120825	NA	NA	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF40	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H101	NA	NA	 0	 0	 9	 0	 0	18	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	BMHQNXS
WWF400	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	20, 21	NA	50	Q325	 0	 0	10	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	BMHQNXS
WWF401	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	20, 21	NA	50	Q327	 0	 0	21	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 9	 0	BMHQNXS
WWF402	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	20	NA	50	Q216	    0	    0	   77	    0	    0	   93	   21	    0	    0	    0	    0	    0	    0	    7	13627	    0	    0	BMHQNXS
WWF403	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41586	20, 21	NA	50	Q21	    0	    0	 2916	    6	    0	    4	10614	    0	    0	    0	    0	    0	    0	    0	39659	   11	    0	BMHQNXS
WWF404	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41586	20, 21	NA	50	Q23	    0	    0	25940	   27	    0	16304	    0	    0	    0	    0	    0	    0	    0	    0	    4	  497	    0	BMHQNXS
WWF405	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41586	20, 21	NA	50	Q133	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0	BMHQNXS
WWF406	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41586	20, 21	NA	50	Q220	   0	   0	  77	   4	   0	  12	   3	   0	   0	   0	   0	   0	   0	1013	  67	   5	   0	BMHQNXS
WWF407	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41586	20, 21	NA	50	Q329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF408	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41587	20, 21	NA	50	Q134	   0	   0	1065	   0	   0	   4	   0	   0	   0	   0	   0	   0	   0	   0	   8	   0	   0	BMHQNXS
WWF409	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41587	20, 21	NA	50	Q137	     0	     0	115968	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    57	     4	     0	BMHQNXS
WWF41	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H102	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF410	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41925	NA	NA	50	Q139	     0	     0	106263	     7	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF411	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	NA	NA	NA	50	Q162	  0	  0	146	  0	  0	200	 16	  0	  0	  0	  0	  0	  0	  0	 47	 42	  0	BMHQNXS
WWF412	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41587	20, 21	NA	50	Q331	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	52959	    0	    0	BMHQNXS
WWF413	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41925	NA	NA	50	Q335	    0	    0	65043	    0	    0	  447	   26	    0	    0	    0	    0	    0	    0	    0	   69	   56	    0	BMHQNXS
WWF414	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41587	20, 21	NA	50	Q25	    0	    0	  535	    0	    0	   63	   70	    0	    0	    0	    0	    0	    0	    0	  203	17671	    0	BMHQNXS
WWF415	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41925	NA	NA	50	Q28	  0	  0	  0	  0	  0	  0	931	  0	  0	  0	  0	  0	  0	  0	 98	  0	  0	BMHQNXS
WWF416	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41925	NA	NA	50	Q30	  0	  0	929	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF417	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	50	Q33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF418	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	50	Q242	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	62	 0	 4	 0	BMHQNXS
WWF420	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 1002	     0	     0	197029	     0	     0	  3677	    54	     0	     0	     0	     0	     0	     0	     0	   194	  1584	     0	BMHQNXS
WWF423	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41616	14	NA	50	QN 1008	     0	     0	     8	     0	     0	177096	     0	     0	     0	     0	     0	     0	     0	     0	     6	     0	     0	BMHQNXS
WWF424	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41616	14	NA	50	QN 1010	     0	     0	     3	     0	     0	     7	     0	     0	     0	     0	     0	     0	     0	     0	259690	     0	     0	BMHQNXS
WWF425	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41617	14	NA	50	QN 1013	     0	     0	829313	     0	     0	     5	     0	     0	     0	     0	     0	     0	     0	     0	   775	     0	     0	BMHQNXS
WWF426	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41617	14	NA	50	QN 1015	 0	 0	74	 0	 0	93	 7	 0	 0	 0	 0	 0	 0	 0	39	 4	 0	BMHQNXS
WWF427	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41618	14	NA	50	QN 1018	    0	    0	   18	    0	    0	    4	    0	    0	    0	    0	    0	    0	    0	    0	81221	  261	    0	BMHQNXS
WWF428	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41618	14	NA	50	QN 1020	 0	 0	63	 0	 0	 0	 7	 0	 0	 0	 0	 0	 0	 0	54	11	 0	BMHQNXS
WWF429	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41619	14	NA	50	QN 1022	     0	     0	    88	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	979766	     0	     0	BMHQNXS
WWF430	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41619	14	NA	50	QN 1024	     0	     0	516806	     0	     0	   226	     0	     0	     0	     0	     0	     0	     0	     0	     6	     0	     0	BMHQNXS
WWF431	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41619	14	NA	50	QN 1026	 0	 0	21	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	60	11	 0	BMHQNXS
WWF432	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41619	14	NA	50	QN 1028	    0	    0	    0	 9847	    0	 2842	    0	    0	    0	    0	    0	    0	    0	    0	50594	    0	    0	BMHQNXS
WWF433	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 1030	  0	  0	 20	  0	  0	  0	419	  0	  0	  0	  0	  0	  0	  0	  4	  0	  0	BMHQNXS
WWF434	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 1032	 0	 0	23	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	13	 0	 0	BMHQNXS
WWF435	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 1034	    0	    0	 4753	    0	    0	    0	11048	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF436	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 1036	    0	    0	58840	    3	    0	12111	 1883	    0	    0	    0	    0	    0	    0	    0	   54	    0	    0	BMHQNXS
WWF437	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 1038	    0	    0	   11	   17	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	73431	    0	    0	BMHQNXS
WWF438	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41623	14	NA	50	QN 1041	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	 1019	    0	31918	    0	BMHQNXS
WWF439	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41623	14	NA	50	QN 1043	    0	    0	30181	  247	    0	   12	    0	    0	    0	    0	    0	    0	    0	    0	    8	    0	    0	BMHQNXS
WWF44	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H142	NA	NA	  0	  0	 15	  0	  0	308	  0	  0	  0	  0	  0	  0	  0	  0	 17	  0	  0	BMHQNXS
WWF440	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41623	14	NA	50	QN 1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF441	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41623	14	NA	50	QN 1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF442	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41623	14	NA	50	QN 1049	    0	    0	   27	    0	    0	 1632	    0	    0	    0	    0	    0	    0	    0	    0	21948	   21	    0	BMHQNXS
WWF443	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41624	14	NA	50	QN 1051	    0	    0	28963	   18	    0	    4	    0	    0	    0	    0	    0	    0	    0	    0	   19	  389	    0	BMHQNXS
WWF444	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 2000	   0	   0	2190	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF445	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 2002	    0	    0	40082	  236	    0	  156	    0	    0	    0	    0	    0	    0	    0	   12	    0	    0	    0	BMHQNXS
WWF446	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 2004	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF447	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41616	14	NA	50	QN 2006	   53	    0	72770	  418	    0	92801	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF449	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41617	14	NA	50	QN 2011	    0	    0	    4	14728	    0	  108	    0	    0	    0	    0	    0	    0	    0	 9520	    0	  541	    0	BMHQNXS
WWF45	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41155	417	Vong - 01	8	BM-1	     0	     0	    13	113980	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF451	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41618	14	NA	50	QN 2016	   0	   0	   7	   0	   0	8557	   0	   0	   0	   0	   0	   0	   0	   0	   0	2537	   0	BMHQNXS
WWF452	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41618	14	NA	50	QN 2018	     0	     0	  1860	    37	     0	   501	    86	     0	     0	     0	     0	     0	     0	    25	278859	   424	     0	BMHQNXS
WWF453	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41618	14	NA	50	QN 2020	    0	    0	40717	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	   56	    0	    0	BMHQNXS
WWF454	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41618	14	NA	50	QN 2022	  0	  0	200	  4	  0	 21	  6	  0	  0	  0	  0	  0	  0	  0	328	  0	  0	BMHQNXS
WWF455	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41619	14	NA	50	QN 2024	  0	  0	389	 10	  0	 39	  7	  0	  0	  0	  0	  0	  0	  3	100	 16	  0	BMHQNXS
WWF456	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41622	14	NA	50	QN 2027	    0	    0	  907	   13	    0	   66	 2210	    0	    0	    0	    0	    0	    0	    5	  338	36972	    0	BMHQNXS
WWF457	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 2029	  0	  0	491	  0	  0	171	142	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF458	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41622	14	NA	50	QN 2031	    0	    0	53595	   14	    0	 4032	    0	    0	    0	    0	    0	    0	    0	    0	   18	    4	    0	BMHQNXS
WWF459	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41623	14	NA	50	QN 2040	  0	  0	 22	422	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 15	  0	  0	BMHQNXS
WWF46	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41165	42	Vong - 02	20	BM-2	    0	    0	    0	    0	    0	15123	    0	    0	    0	    0	    0	    0	    0	 4606	    0	    0	    0	BMHQNXS
WWF460	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41623	14	NA	50	QN 2042	  0	  0	927	  4	  0	 49	 13	  0	  0	  0	  0	  0	  0	  5	173	 61	  0	BMHQNXS
WWF461	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 3000	    0	    0	81680	    3	    0	    3	    0	    0	    0	    0	    0	    0	    0	    0	   23	    0	    0	BMHQNXS
WWF462	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF463	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 3004	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	21	 0	 0	BMHQNXS
WWF464	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41615	14	NA	50	QN 3006	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	60285	    0	    0	BMHQNXS
WWF465	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41616	14	NA	50	QN 3007	    0	    0	58697	    0	    0	 2455	    0	    0	    0	    0	    0	    0	    0	    0	 6185	    0	    0	BMHQNXS
WWF467	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41617	14	NA	50	QN 3012	     0	     0	     0	     0	     0	245096	     0	     0	     0	     0	     0	     0	     0	     0	    40	     0	     0	BMHQNXS
WWF468	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41617	14	NA	50	QN 3014	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF47	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41152	418	Vong - 06	6	BM-6	  0	  0	  0	  0	  0	308	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF48	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	24&25/09/2012	419	Dũng - 02	15	BM -12	     0	     0	    39	     0	     0	731759	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF49	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41156	429	Quang - 01	5	BM -15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF5	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK47_20120901	NA	NA	     0	     0	259963	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF50	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41521	429	Nguyễn Văn Thiện	3	BM-20	  0	  0	244	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF51	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41551	429	Nguyễn Văn Thiện	27	BM-26	    0	    0	39916	    0	    0	  310	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF52	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41551	429	Huỳnh Đức Huy	7	BM-28	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF53	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	41612	429	Nguyễn Văn Thiện	33	BM-37	     0	     0	609551	     6	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF54	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	13/4/2013	429	NA	20	BM-42	     0	     0	 99476	     0	     0	263593	     0	 70292	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF55	WWF_2013Samples_20140919.xlsx	Vietnam	BM	BMNP	BachMaNP	13/4/2013	429	NA	38	BM-44	    0	    0	41859	   51	    0	 2352	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF57	WWF_2013Samples_20140919.xlsx	Laos	XS	XS	XeSap	NA	Laos	XS # 17-2	5	XS-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF58	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-1-13-Rivter	NA	XS-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL
WWF59	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-2-13-Rivter	NA	XS-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL
WWF6	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120909	NA	NA	     0	     0	121768	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF60	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-3-13-Rivter	NA	XS-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL
WWF61	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-4-13-Rivter	NA	XS-21	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	29	 0	 0	LL
WWF62	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-5-14-A-Start	NA	XS-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL
WWF64	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-7-14-start-E	NA	XS-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL
WWF65	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-8-14-start-E	NA	XS-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL
WWF66	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-9-15A-start	185+	XS-26	 0	 0	 9	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	19	 0	 0	LL
WWF67	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-10-15A-start	NA	XS-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL
WWF68	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-11-15-start-F	200+	XS-28	 0	 0	16	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	LL
WWF69	WWF_2013Samples_20140919.xlsx	Laos	LL	LL	Laving Lavern	NA	Laos	WCS-12-15-L/R	110+	XS-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL
